Date,Day_str,Destination_Location,Fastest_Route_Distance,Fastest_Route_Name,Fastest_Route_Time,Holiday,Special_Condition,Starting_Location,Sys_Time,Weather,Congestion_Pred
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:11:25,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,240,no,no,salt_and_pepper,11:11:34,Mostly Sunny,highly congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,360,no,no,bar_bq_tonight,11:11:40,Mostly Sunny,congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:12:57,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:13:06,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:13:14,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:13:21,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:13:30,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:13:38,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:13:45,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:13:52,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:14:01,Mostly Sunny,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:14:09,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,240,no,no,salt_and_pepper,11:14:16,Mostly Sunny,highly congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:14:22,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:15:49,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:15:56,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:16:05,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:16:14,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:16:22,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:16:30,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:16:38,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:16:46,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:16:52,Mostly Sunny,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:17:00,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:17:07,Mostly Sunny,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:17:15,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:18:43,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:18:53,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:19:02,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:19:11,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:19:20,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:19:28,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:19:36,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:19:44,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:19:51,Mostly Sunny,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:19:59,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:20:08,Mostly Sunny,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:20:15,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:21:32,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:21:41,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:21:50,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:21:58,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:22:07,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:22:15,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:22:24,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:22:31,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:22:39,Mostly Sunny,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:22:47,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:22:55,Mostly Sunny,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:23:03,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:24:25,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:24:32,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:24:38,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:24:47,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:24:55,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:25:04,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:25:13,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:25:20,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:25:28,Mostly Sunny,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:25:36,Mostly Sunny,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:25:44,Mostly Sunny,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:25:51,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:27:15,Mostly Sunny,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:27:23,Mostly Sunny,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:27:31,Mostly Sunny,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:27:39,Mostly Sunny,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:27:48,Mostly Sunny,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:27:57,Mostly Sunny,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:28:05,Mostly Sunny,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:28:13,Mostly Sunny,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:28:21,Mostly Sunny,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:32:03,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:32:13,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,180,no,no,pak_turk_maarif_international_school,11:32:22,Partly Cloudy,congested
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:32:27,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:32:34,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:32:43,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:32:51,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:32:58,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:33:06,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:33:14,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:33:23,Partly Cloudy,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:33:30,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:34:51,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:35:00,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:35:08,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:35:16,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:35:23,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:35:32,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:35:40,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:35:48,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:35:55,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:36:03,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:36:11,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:36:18,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:37:42,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:37:50,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:37:58,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:38:06,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:38:15,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:38:23,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:38:31,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:38:38,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:38:46,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:38:53,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:39:04,Partly Cloudy,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:39:11,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:40:35,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:40:46,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:40:54,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:41:02,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:41:10,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:41:20,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:41:27,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:41:34,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:41:42,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:41:50,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:41:58,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:42:05,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:43:26,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:43:36,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:43:46,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:43:54,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:44:02,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:44:10,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:44:18,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:44:26,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:44:33,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:44:40,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:44:48,Partly Cloudy,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:44:54,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:46:19,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:46:28,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:46:36,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:46:45,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:46:53,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:47:01,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:47:08,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:47:15,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:47:23,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:47:31,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,180,no,no,salt_and_pepper,11:47:40,Partly Cloudy,congested
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,360,no,no,bar_bq_tonight,11:47:47,Partly Cloudy,congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:49:04,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:49:15,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:49:24,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:49:32,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:49:41,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:49:50,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:49:58,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:50:05,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:50:13,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:50:20,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:50:27,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:50:34,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:51:51,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:51:58,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:52:06,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:52:15,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:52:24,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:52:32,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:52:41,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:52:50,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:52:58,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:53:07,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:53:13,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:53:20,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:54:43,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:54:54,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,11:55:02,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:55:10,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:55:19,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:55:27,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:55:35,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:55:43,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,11:55:50,Partly Cloudy,slightly congested
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:55:57,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:56:05,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:56:12,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,11:57:30,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,11:57:39,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,180,no,no,pak_turk_maarif_international_school,11:57:48,Partly Cloudy,congested
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,11:57:56,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,11:58:04,Partly Cloudy,smooth
13/02/2020,Thursday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,11:58:10,Partly Cloudy,highly congested
13/02/2020,Thursday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,11:58:19,Partly Cloudy,highly congested
13/02/2020,Thursday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,11:58:27,Partly Cloudy,smooth
13/02/2020,Thursday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,11:58:36,Partly Cloudy,smooth
13/02/2020,Thursday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,11:58:44,Partly Cloudy,slightly congested
13/02/2020,Thursday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,11:58:51,Partly Cloudy,smooth
13/02/2020,Thursday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,11:59:00,Partly Cloudy,slightly congested
13/02/2020,Thursday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,12:00:23,Partly Cloudy,highly congested
13/02/2020,Thursday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,12:00:32,Partly Cloudy,highly congested
13/02/2020,Thursday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,12:00:40,Partly Cloudy,smooth
13/02/2020,Thursday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,12:00:49,Partly Cloudy,smooth
13/02/2020,Thursday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,12:00:57,Partly Cloudy,smooth
